time,current_speed,target_speed,gradient (in degrees),throttle,brake,position,power_traction,power_regen,power_friction,energy_traction,energy_regen,energy_friction,energy_net
52.5,74.2690384977112,80,1.5,0.0,1.0,744.4130160528122,0.0,1461.7905757413423,487.26352524711393,18.299302257621527,6.973115933952802,2.324371977984267,11.326186323668725
52.6,73.08952878706711,80,1.5,1.0,0.0,746.4780165827128,3441.6675498343993,0.0,0.0,18.394904134005817,6.973115933952802,2.324371977984267,11.421788200053014
52.7,74.34001907642302,80,1.5,0.0,1.0,748.5102529539845,0.0,1463.2101873155787,487.7367291051928,18.394904134005817,7.013760661378234,2.3379202204594116,11.381143472627583
52.800000000000004,73.16050936577894,80,1.5,1.0,0.0,750.5772251666272,3444.953687737724,0.0,0.0,18.490597291998533,7.013760661378234,2.3379202204594116,11.476836630620298
52.900000000000006,74.41099965513484,80,1.5,0.0,1.0,752.6114332206408,0.0,1464.6297988898154,488.2099329632717,18.490597291998533,7.054444822458508,2.351481607486169,11.436152469540023
53.0,73.23148994449076,80,1.5,1.0,0.0,754.6803771160255,3448.2398256410497,0.0,0.0,18.586381731599673,7.054444822458508,2.351481607486169,11.531936909141164
53.1,74.48198023384668,80,1.5,0.0,1.0,756.7165568527811,0.0,1466.0494104640518,488.6831368213505,18.586381731599673,7.09516841719362,2.36505613906454,11.491213314406052
53.2,73.30247052320259,80,1.5,1.0,0.0,758.7874724309077,3451.5259635443754,0.0,0.0,18.68225745280924,7.09516841719362,2.36505613906454,11.58708903561562
53.300000000000004,74.55296081255851,80,1.5,0.0,1.0,760.8256238504052,0.0,1467.4690220382881,489.1563406794294,18.68225745280924,7.135931445583573,2.378643815194524,11.546326007225666
53.400000000000006,73.37345110191441,80,1.5,1.0,0.0,762.8985111112738,3454.8121014477,0.0,0.0,18.77822445562723,7.135931445583573,2.378643815194524,11.642293010043659
53.5,74.62394139127034,80,1.5,0.0,1.0,764.9386342135134,0.0,1468.8886336125247,489.6295445375082,18.77822445562723,7.176733907628366,2.392244635876122,11.601490547998866
53.6,73.44443168062624,80,1.5,1.0,0.0,767.013493157124,3458.0982393510258,0.0,0.0,18.87428274005365,7.176733907628366,2.392244635876122,11.697548832425285
53.7,74.69492196998216,80,1.5,0.0,1.0,769.0555879421056,0.0,1470.3082451867615,490.102748395587,18.87428274005365,7.217575803327998,2.405858601109333,11.656706936725652
53.800000000000004,73.51541225933808,80,1.5,1.0,0.0,771.1324185684582,3461.384377254351,0.0,0.0,18.970432306088494,7.217575803327998,2.405858601109333,11.752856502760496
53.900000000000006,74.76590254869399,80,1.5,0.0,1.0,773.1764850361818,0.0,1471.7278567609978,490.5759522536659,18.970432306088494,7.25845713268247,2.4194857108941568,11.711975173406026
54.0,73.5863928380499,80,1.5,1.0,0.0,775.2552873452764,3464.670515157676,0.0,0.0,19.066673153731767,7.25845713268247,2.4194857108941568,11.808216021049295
54.1,74.83688312740581,80,1.5,0.0,1.0,777.301325495742,0.0,1473.1474683352346,491.04915611174476,19.066673153731767,7.299377895691782,2.4331259652305937,11.767295258039983
54.2,73.65737341676173,80,1.5,1.0,0.0,779.3820994875787,3467.9566530610014,0.0,0.0,19.163005282983463,7.299377895691782,2.4331259652305937,11.863627387291679
54.300000000000004,74.90786370611764,80,1.5,0.0,1.0,781.4301093207863,0.0,1474.5670799094712,491.52235996982364,19.163005282983463,7.3403380923559345,2.4467793641186444,11.822667190627525
54.400000000000006,73.72835399547355,80,1.5,1.0,0.0,783.5128549953649,3471.242790964327,0.0,0.0,19.259428693843585,7.3403380923559345,2.4467793641186444,11.919090601487648
54.5,74.97884428482946,80,1.5,0.0,1.0,785.5628365113146,0.0,1475.9866914837075,491.9955638279024,19.259428693843585,7.3813377226749255,2.4604459075583085,11.878090971168657
54.6,73.79933457418538,80,1.5,1.0,0.0,787.6475538686352,3474.5289288676527,0.0,0.0,19.355943386312127,7.3813377226749255,2.4604459075583085,11.9746056636372
54.7,75.04982486354129,80,1.5,0.0,1.0,789.6995070673267,0.0,1477.406303057944,492.4687676859813,19.355943386312127,7.4223767866487576,2.4741255955495856,11.93356659966337
54.800000000000004,73.8703151528972,80,1.5,1.0,0.0,791.7861961073893,3477.815066770978,0.0,0.0,19.452549360389096,7.4223767866487576,2.4741255955495856,12.030172573740339
54.900000000000006,75.12080544225311,80,1.5,0.0,1.0,793.8401209888228,0.0,1478.8259146321807,492.94197154406015,19.452549360389096,7.46345528427743,2.4878184280924764,11.989094076111668
55.0,73.94129573160903,80,1.5,1.0,0.0,795.9287817116274,3481.1012046743026,0.0,0.0,19.54924661607449,7.46345528427743,2.4878184280924764,12.085791331797065
55.1,75.19178602096495,80,1.5,0.0,1.0,797.9846782758029,0.0,1480.2455262064173,493.41517540213897,19.54924661607449,7.504573215560941,2.5015244051869803,12.04467340051355
55.2,74.01227631032086,80,1.5,1.0,0.0,800.0753106813495,3484.3873425776283,0.0,0.0,19.646035153368313,7.504573215560941,2.5015244051869803,12.141461937807373
55.300000000000004,75.26276659967678,80,1.5,0.0,1.0,802.1331789282671,0.0,1481.6651377806538,493.88837926021785,19.646035153368313,7.545730580499292,2.515243526833098,12.100304572869021
55.400000000000006,74.08325688903268,80,1.5,1.0,0.0,804.2257830165556,3487.6734804809535,0.0,0.0,19.74291497227056,7.545730580499292,2.515243526833098,12.19718439177127
55.5,75.3337471783886,80,1.5,0.0,1.0,806.2856229462152,0.0,1483.0847493548904,494.3615831182967,19.74291497227056,7.586927379092484,2.528975793030828,12.155987593178079
55.6,74.15423746774451,80,1.5,1.0,0.0,808.3801987172458,3490.9596183842787,0.0,0.0,19.839886072781233,7.586927379092484,2.528975793030828,12.252958693688752
55.7,75.40472775710043,80,1.5,0.0,1.0,810.4420103296474,0.0,1484.504360929127,494.8347869763755,19.839886072781233,7.628163611340516,2.5427212037801716,12.21172246144072
55.800000000000004,74.22521804645635,80,1.5,1.0,0.0,812.53855778342,3494.2457562876043,0.0,0.0,19.936948454900335,7.628163611340516,2.5427212037801716,12.30878484355982
55.900000000000006,75.47570833581226,80,1.5,0.0,1.0,814.6023410785635,0.0,1485.923972503363,495.30799083445436,19.936948454900335,7.669439277243386,2.5564797590811286,12.267509177656947
56.0,74.29619862516817,80,1.5,1.0,0.0,816.7008602150781,3497.53189419093,0.0,0.0,20.03410211862786,7.669439277243386,2.5564797590811286,12.364662841384472
56.1,75.54668891452408,80,1.5,0.0,1.0,818.7666151929637,0.0,1487.3435840775999,495.78119469253323,20.03410211862786,7.7107543768010975,2.570251458933699,12.323347741826762
56.2,74.36717920388,80,1.5,1.0,0.0,820.8671060122203,3500.818032094255,0.0,0.0,20.131347063963812,7.7107543768010975,2.570251458933699,12.420592687162713
56.300000000000004,75.61766949323591,80,1.5,0.0,1.0,822.9348326728478,0.0,1488.7631956518364,496.25439855061205,20.131347063963812,7.752108910013648,2.5840363033378826,12.379238153950162
56.400000000000006,74.43815978259182,80,1.5,1.0,0.0,825.0372951748463,3504.10416999758,0.0,0.0,20.228683290908187,7.752108910013648,2.5840363033378826,12.476574380894538
